# E (eV),Tr beamline
376.896922,0.859924
377.166929,0.880491
377.436936,0.887882
377.706943,0.883770
377.976949,0.873886
378.246956,0.869490
378.516963,0.871565
378.786970,0.878129
379.056976,0.888499
379.326983,0.893886
379.596990,0.871303
379.866997,0.777644
380.137003,0.652357
380.407010,0.602130
380.677017,0.617468
380.947024,0.674229
381.217030,0.745111
381.487037,0.788187
381.757044,0.799558
382.027051,0.761502
382.297057,0.706223
382.567064,0.690724
382.837071,0.709677
383.107078,0.753151
383.377084,0.801575
383.647091,0.827171
383.917098,0.834526
384.187105,0.819594
384.457111,0.802190
384.727118,0.801694
384.997125,0.814640
385.267132,0.837502
385.537138,0.860332
385.807145,0.871920
386.077152,0.873939
386.347159,0.864155
386.617165,0.856051
386.887172,0.856675
387.157179,0.863564
387.427186,0.875789
387.697192,0.887390
387.967199,0.890392
388.237206,0.875086
388.507213,0.828395
388.777219,0.782362
389.047226,0.773915
389.317233,0.800756
389.587240,0.826475
389.857246,0.824057
390.127253,0.813965
390.397260,0.781504
390.667267,0.713551
390.937273,0.666432
391.207280,0.675551
391.477287,0.744701
391.747294,0.817176
392.017300,0.838672
392.287307,0.838389
392.557314,0.823838
392.827321,0.788417
393.097327,0.764416
393.367334,0.770687
393.637341,0.809929
393.907348,0.856221
394.177354,0.874820
394.447361,0.877562
394.717368,0.872407
394.987375,0.855647
395.257381,0.842498
395.527388,0.843761
395.797395,0.860687
396.067402,0.884195
396.337408,0.896173
396.607415,0.898940
396.877422,0.897347
397.147429,0.888276
397.417435,0.878985
397.687442,0.875702
397.957449,0.870625
398.227456,0.844746
398.497462,0.804207
398.767469,0.781916
399.037476,0.758759
399.307483,0.671771
399.577489,0.584939
399.847496,0.563565
400.117503,0.604040
400.387510,0.708498
400.657516,0.786151
400.927523,0.805850
401.197530,0.805627
401.467537,0.766110
401.737543,0.701806
402.007550,0.675672
402.277557,0.690347
402.547564,0.751957
402.817570,0.823978
403.087577,0.853349
403.357584,0.860614
403.627591,0.853542
403.897597,0.826248
404.167604,0.807902
404.437611,0.808664
404.707618,0.829324
404.977624,0.864743
405.247631,0.885187
405.517638,0.890727
405.787645,0.890958
406.057651,0.880480
406.327658,0.867079
406.597665,0.862768
406.867672,0.863502
407.137678,0.856587
407.407685,0.824667
407.677692,0.792295
407.947699,0.785693
408.217705,0.776016
408.487712,0.734387
408.757719,0.711549
409.027726,0.713627
409.297732,0.742270
409.567739,0.790881
409.837746,0.808700
410.107753,0.809509
410.377759,0.813192
410.647766,0.795636
410.917773,0.767802
411.187780,0.754126
411.457786,0.735581
411.727793,0.693791
411.997800,0.666368
412.267807,0.666876
412.537813,0.670622
412.807820,0.674183
413.077827,0.691687
413.347834,0.751716
413.617840,0.790807
413.887847,0.791690
414.157854,0.768637
414.427861,0.760024
414.697867,0.763662
414.967874,0.768072
415.237881,0.771044
415.507888,0.791477
415.777894,0.830207
416.047901,0.850183
416.317908,0.852021
416.587915,0.845924
416.857921,0.845926
417.127928,0.847313
417.397935,0.842875
417.667942,0.811922
417.937948,0.741898
418.207955,0.697236
418.477962,0.693970
418.747969,0.693870
419.017975,0.692794
419.287982,0.694023
419.557989,0.696662
419.827996,0.708682
420.098002,0.737324
420.368009,0.743194
420.638016,0.735013
420.908023,0.715079
421.178029,0.648406
421.448036,0.586710
421.718043,0.573856
421.988050,0.570710
422.258056,0.577608
422.528063,0.621729
422.798070,0.702200
423.068077,0.758077
423.338083,0.764606
423.608090,0.722079
423.878097,0.678892
424.148104,0.662578
424.418110,0.658146
424.688117,0.672183
424.958124,0.713512
425.228131,0.776538
425.498137,0.818501
425.768144,0.828042
426.038151,0.811536
426.308158,0.793575
426.578164,0.785761
426.848171,0.781981
427.118178,0.779391
427.388185,0.756679
427.658191,0.703929
427.928198,0.680547
428.198205,0.679206
428.468212,0.670959
428.738218,0.663098
429.008225,0.660494
429.278232,0.661647
429.548239,0.676610
429.818245,0.710008
430.088252,0.717619
430.358259,0.715787
430.628266,0.719561
430.898272,0.708157
431.168279,0.680041
431.438286,0.653876
431.708293,0.650020
431.978299,0.678434
432.248306,0.733478
432.518313,0.775159
432.788320,0.792516
433.058326,0.801943
433.328333,0.798755
433.598340,0.779866
433.868347,0.752777
434.138353,0.736825
434.408360,0.750105
434.678367,0.789713
434.948374,0.826578
435.218380,0.843788
435.488387,0.851723
435.758394,0.849314
436.028401,0.826518
436.298407,0.766199
436.568414,0.692041
436.838421,0.663565
437.108428,0.689001
437.378434,0.754360
437.648441,0.823302
437.918448,0.859614
438.188455,0.869344
438.458461,0.863747
438.728468,0.839300
438.998475,0.796633
439.268482,0.769349
439.538488,0.773419
439.808495,0.803624
440.078502,0.846440
440.348509,0.875960
440.618515,0.883225
440.888522,0.864669
441.158529,0.793379
441.428536,0.670138
441.698542,0.597454
441.968549,0.601705
442.238556,0.642589
442.508563,0.709128
442.778569,0.799763
443.048576,0.857468
443.318583,0.871369
443.588590,0.851552
443.858596,0.790460
444.128603,0.726246
444.398610,0.712572
444.668617,0.733467
444.938623,0.765861
445.208630,0.801627
445.478637,0.806890
445.748644,0.767551
446.018650,0.730239
446.288657,0.682236
446.558664,0.588435
446.828671,0.504765
447.098677,0.484991
447.368684,0.526767
447.638691,0.641518
447.908698,0.752182
448.178704,0.743261
448.448711,0.663092
448.718718,0.614819
448.988725,0.571439
449.258731,0.515723
449.528738,0.516266
449.798745,0.577403
450.068752,0.652834
450.338758,0.747743
450.608765,0.808194
450.878772,0.791592
451.148779,0.748126
451.418785,0.700969
451.688792,0.600036
451.958799,0.487105
452.228806,0.453622
452.498812,0.483213
452.768819,0.557784
453.038826,0.683131
453.308833,0.786142
453.578839,0.811947
453.848846,0.803656
454.118853,0.772445
454.388860,0.698925
454.658866,0.634595
454.928873,0.621085
455.198880,0.641238
455.468887,0.690361
455.738893,0.758399
456.008900,0.775270
456.278907,0.734657
456.548914,0.701002
456.818920,0.671326
457.088927,0.623202
457.358934,0.590191
457.628941,0.589463
457.898947,0.617511
458.168954,0.692566
458.438961,0.769059
458.708968,0.748592
458.978974,0.653788
459.248981,0.592793
459.518988,0.564799
459.788995,0.539850
460.059001,0.550023
460.329008,0.609355
460.599015,0.673900
460.869022,0.745367
461.139028,0.804073
461.409035,0.794700
461.679042,0.736934
461.949049,0.700092
462.219055,0.680330
462.489062,0.651746
462.759069,0.632648
463.029076,0.650300
463.299082,0.681364
463.569089,0.697988
463.839096,0.684211
464.109103,0.659720
464.379109,0.632526
464.649116,0.627797
464.919123,0.661626
465.189130,0.705310
465.459136,0.720746
465.729143,0.732351
465.999150,0.751735
466.269157,0.769628
466.539163,0.770323
466.809170,0.759874
467.079177,0.744083
467.349184,0.730548
467.619190,0.724491
467.889197,0.728054
468.159204,0.737851
468.429211,0.764803
468.699217,0.800310
468.969224,0.825868
469.239231,0.832399
469.509238,0.810815
469.779244,0.739812
470.049251,0.654193
470.319258,0.623020
470.589265,0.615808
470.859271,0.616871
471.129278,0.641391
471.399285,0.715426
471.669292,0.794572
471.939298,0.833022
472.209305,0.839250
472.479312,0.814072
472.749319,0.765075
473.019325,0.739987
473.289332,0.732998
473.559339,0.716652
473.829346,0.671344
474.099352,0.633223
474.369359,0.639670
474.639366,0.623868
474.909373,0.585850
475.179379,0.594926
475.449386,0.608982
475.719393,0.590560
475.989400,0.586670
476.259406,0.621755
476.529413,0.652601
476.799420,0.673483
477.069427,0.706486
477.339433,0.719343
477.609440,0.691804
477.879447,0.674978
478.149454,0.685929
478.419460,0.680694
478.689467,0.661291
478.959474,0.660119
479.229481,0.679329
479.499487,0.708389
479.769494,0.752416
480.039501,0.791958
480.309508,0.799493
480.579514,0.783279
480.849521,0.755817
481.119528,0.687971
481.389535,0.618041
481.659541,0.592306
481.929548,0.589435
482.199555,0.599581
482.469562,0.635825
482.739568,0.718295
483.009575,0.790574
483.279582,0.813463
483.549589,0.810136
483.819595,0.782631
484.089602,0.724443
484.359609,0.682254
484.629616,0.645391
484.899622,0.588672
485.169629,0.523547
485.439636,0.492665
485.709643,0.545565
485.979649,0.604046
486.249656,0.620522
486.519663,0.648092
486.789670,0.691805
487.059676,0.704643
487.329683,0.684374
487.599690,0.644989
487.869697,0.606601
488.139703,0.583361
488.409710,0.600168
488.679717,0.653420
488.949724,0.687576
489.219730,0.701270
489.489737,0.732630
489.759744,0.766395
490.029751,0.771537
490.299757,0.753443
490.569764,0.730429
490.839771,0.716666
491.109778,0.719610
491.379784,0.747331
491.649791,0.781940
491.919798,0.796218
492.189805,0.789284
492.459811,0.756482
492.729818,0.699042
492.999825,0.661281
493.269832,0.647364
493.539838,0.655858
493.809845,0.700986
494.079852,0.759911
494.349859,0.802729
494.619865,0.828843
494.889872,0.838095
495.159879,0.835058
495.429886,0.816140
495.699892,0.781392
495.969899,0.753254
496.239906,0.717384
496.509913,0.656335
496.779919,0.610802
497.049926,0.619005
497.319933,0.674520
497.589940,0.746264
497.859946,0.770117
498.129953,0.738049
498.399960,0.707294
498.669967,0.711085
498.939973,0.746869
499.209980,0.768704
499.479987,0.746030
499.749994,0.711556
500.000000,0.705251
